view,feature,class_label,models_in_configured_panel,models_with_complete_core_matrix,models_meeting_portable_subcriterion,final_portable_criterion_evaluable,final_portable_criterion_met,final_status
deterministic_crop,integrated_lufs,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,integrated_lufs,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,jitter_proxy,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,jitter_proxy,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,low_high_energy_ratio_db,0,8,8,6,True,True,meets_configured_portable_association_criterion
deterministic_crop,low_high_energy_ratio_db,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,modulation_centroid_hz,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,modulation_centroid_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,modulation_entropy,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,modulation_entropy,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,peak_dbfs,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,peak_dbfs,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,rms_dbfs,0,8,8,5,True,True,meets_configured_portable_association_criterion
deterministic_crop,rms_dbfs,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,shimmer_proxy_db,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,shimmer_proxy_db,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,silence_fraction,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,silence_fraction,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_bandwidth_hz,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_bandwidth_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_centroid_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_centroid_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_centroid_std_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_centroid_std_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_flatness,0,8,8,7,True,True,meets_configured_portable_association_criterion
deterministic_crop,spectral_flatness,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_flux,0,8,8,6,True,True,meets_configured_portable_association_criterion
deterministic_crop,spectral_flux,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_rolloff85_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_rolloff85_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_slope_db_per_khz,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,spectral_slope_db_per_khz,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,voiced_fraction,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
deterministic_crop,voiced_fraction,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,clipping_fraction,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,clipping_fraction,1,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,cpp_proxy_db,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,cpp_proxy_db,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,crest_factor_db,0,8,8,5,True,True,meets_configured_portable_association_criterion
full_waveform,crest_factor_db,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_delta_hz,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_delta_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_iqr_hz,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_iqr_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_median_hz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,f0_median_hz,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,frame_rms_cv,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,frame_rms_cv,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,frame_rms_range_db,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,frame_rms_range_db,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,group_delay_var,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,group_delay_var,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,hnr_db,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,hnr_db,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,inst_freq_dispersion,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,inst_freq_dispersion,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,integrated_lufs,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,integrated_lufs,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,jitter_proxy,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,jitter_proxy,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,low_high_energy_ratio_db,0,8,8,6,True,True,meets_configured_portable_association_criterion
full_waveform,low_high_energy_ratio_db,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,modulation_centroid_hz,0,8,8,5,True,True,meets_configured_portable_association_criterion
full_waveform,modulation_centroid_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,modulation_entropy,0,8,8,5,True,True,meets_configured_portable_association_criterion
full_waveform,modulation_entropy,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,peak_dbfs,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,peak_dbfs,1,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,rms_dbfs,0,8,8,5,True,True,meets_configured_portable_association_criterion
full_waveform,rms_dbfs,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,shimmer_proxy_db,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,shimmer_proxy_db,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,silence_fraction,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,silence_fraction,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_bandwidth_hz,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_bandwidth_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_centroid_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_centroid_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_centroid_std_hz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_centroid_std_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_flatness,0,8,8,7,True,True,meets_configured_portable_association_criterion
full_waveform,spectral_flatness,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_flux,0,8,8,6,True,True,meets_configured_portable_association_criterion
full_waveform,spectral_flux,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_rolloff85_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_rolloff85_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_slope_db_per_khz,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,spectral_slope_db_per_khz,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,voiced_fraction,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
full_waveform,voiced_fraction,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,clipping_fraction,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,clipping_fraction,1,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,cpp_proxy_db,0,8,8,6,True,True,meets_configured_portable_association_criterion
preemphasized_crop,cpp_proxy_db,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,crest_factor_db,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,crest_factor_db,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_delta_hz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_delta_hz,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_iqr_hz,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_iqr_hz,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_median_hz,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,f0_median_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,frame_rms_cv,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,frame_rms_cv,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,frame_rms_range_db,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,frame_rms_range_db,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,group_delay_var,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,group_delay_var,1,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,hnr_db,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,hnr_db,1,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,inst_freq_dispersion,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,inst_freq_dispersion,1,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,integrated_lufs,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,integrated_lufs,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,jitter_proxy,0,8,8,0,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,jitter_proxy,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,low_high_energy_ratio_db,0,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,low_high_energy_ratio_db,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,modulation_centroid_hz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,modulation_centroid_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,modulation_entropy,0,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,modulation_entropy,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,peak_dbfs,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,peak_dbfs,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,rms_dbfs,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,rms_dbfs,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,shimmer_proxy_db,0,8,8,4,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,shimmer_proxy_db,1,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,silence_fraction,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,silence_fraction,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_bandwidth_hz,0,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_bandwidth_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_centroid_hz,0,8,8,6,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_centroid_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_centroid_std_hz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_centroid_std_hz,1,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_flatness,0,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_flatness,1,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_flux,0,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_flux,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_rolloff85_hz,0,8,8,5,True,True,meets_configured_portable_association_criterion
preemphasized_crop,spectral_rolloff85_hz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_slope_db_per_khz,0,8,8,2,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,spectral_slope_db_per_khz,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,voiced_fraction,0,8,8,1,True,False,does_not_meet_configured_portable_association_criterion
preemphasized_crop,voiced_fraction,1,8,8,3,True,False,does_not_meet_configured_portable_association_criterion
