model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
f5fix,wr_blue_t4_k24,1,word_rep,t4,24,24,31,blue,28,10.186666666666667,21,nan,nan,nan,nan,-1,False,,nan,nan,True,21,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
f5fix,wr_blue_t4_k24,2,word_rep,t4,24,24,31,blue,29,10.186666666666667,22,nan,nan,nan,nan,-1,False,,nan,nan,True,22,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
f5fix,wr_blue_t4_k32,0,word_rep,t4,32,32,39,blue,38,12.832,31,nan,nan,nan,nan,-1,False,,nan,nan,True,31,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
f5fix,wr_blue_t4_k32,1,word_rep,t4,32,32,39,blue,36,12.832,29,nan,nan,nan,nan,-1,False,,nan,nan,True,29,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
f5fix,wr_blue_t4_k32,2,word_rep,t4,32,32,39,blue,35,12.832,28,nan,nan,nan,nan,-1,False,,nan,nan,True,28,undercount,0,THE LIGHT WAS BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BLUE BEFORE THE STORM ARRIVED
f5fix,wr_far_t3_k06,0,word_rep,t3,6,6,14,far,14,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k06,1,word_rep,t3,6,6,14,far,14,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k06,2,word_rep,t3,6,6,14,far,14,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k08,0,word_rep,t3,8,8,16,far,16,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k08,1,word_rep,t3,8,8,16,far,16,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k08,2,word_rep,t3,8,8,16,far,16,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k12,0,word_rep,t3,12,12,20,far,19,6.293333333333333,11,nan,nan,nan,nan,-1,False,,nan,nan,True,11,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k12,1,word_rep,t3,12,12,20,far,18,6.293333333333333,10,nan,nan,nan,nan,-1,False,,nan,nan,True,10,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k12,2,word_rep,t3,12,12,20,far,20,6.293333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,miscount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k16,0,word_rep,t3,16,16,24,far,23,7.541333333333333,15,nan,nan,nan,nan,-1,False,,nan,nan,True,15,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k16,1,word_rep,t3,16,16,24,far,23,7.541333333333333,15,nan,nan,nan,nan,-1,False,,nan,nan,True,15,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k16,2,word_rep,t3,16,16,24,far,22,7.541333333333333,14,nan,nan,nan,nan,-1,False,,nan,nan,True,14,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k24,0,word_rep,t3,24,24,32,far,28,10.186666666666667,20,nan,nan,nan,nan,-1,False,,nan,nan,True,20,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k24,1,word_rep,t3,24,24,32,far,29,10.186666666666667,21,nan,nan,nan,nan,-1,False,,nan,nan,True,21,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k24,2,word_rep,t3,24,24,32,far,29,10.186666666666667,21,nan,nan,nan,nan,-1,False,,nan,nan,True,21,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k32,0,word_rep,t3,32,32,40,far,34,12.832,26,nan,nan,nan,nan,-1,False,,nan,nan,True,26,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k32,1,word_rep,t3,32,32,40,far,36,12.832,28,nan,nan,nan,nan,-1,False,,nan,nan,True,28,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_far_t3_k32,2,word_rep,t3,32,32,40,far,35,12.832,27,nan,nan,nan,nan,-1,False,,nan,nan,True,27,undercount,0,HE WALKED FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR FAR INTO THE FOREST BEFORE TURNING BACK
f5fix,wr_no_t2_k06,0,word_rep,t2,6,6,16,no,15,4.362666666666667,5,nan,nan,nan,nan,-1,False,,nan,nan,True,5,undercount,0,SHE SAID NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k06,1,word_rep,t2,6,6,16,no,16,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,SHE SAID NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k06,2,word_rep,t2,6,6,16,no,15,4.362666666666667,5,nan,nan,nan,nan,-1,False,,nan,nan,True,5,undercount,0,SHE SAID NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k08,0,word_rep,t2,8,8,18,no,17,4.992,7,nan,nan,nan,nan,-1,False,,nan,nan,True,7,undercount,0,SHE SAID NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k08,1,word_rep,t2,8,8,18,no,18,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,SHE SAID NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k08,2,word_rep,t2,8,8,18,no,17,4.992,7,nan,nan,nan,nan,-1,False,,nan,nan,True,7,undercount,0,SHE SAID NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k12,0,word_rep,t2,12,12,22,no,21,6.293333333333333,11,nan,nan,nan,nan,-1,False,,nan,nan,True,11,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k12,1,word_rep,t2,12,12,22,no,20,6.293333333333333,10,nan,nan,nan,nan,-1,False,,nan,nan,True,10,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k12,2,word_rep,t2,12,12,22,no,22,6.293333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,miscount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k16,0,word_rep,t2,16,16,26,no,25,7.541333333333333,15,nan,nan,nan,nan,-1,False,,nan,nan,True,15,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k16,1,word_rep,t2,16,16,26,no,23,7.541333333333333,13,nan,nan,nan,nan,-1,False,,nan,nan,True,13,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k16,2,word_rep,t2,16,16,26,no,24,7.541333333333333,14,nan,nan,nan,nan,-1,False,,nan,nan,True,14,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k24,0,word_rep,t2,24,24,34,no,31,10.186666666666667,21,nan,nan,nan,nan,-1,False,,nan,nan,True,21,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k24,1,word_rep,t2,24,24,34,no,31,10.186666666666667,21,nan,nan,nan,nan,-1,False,,nan,nan,True,21,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k24,2,word_rep,t2,24,24,34,no,29,10.186666666666667,19,nan,nan,nan,nan,-1,False,,nan,nan,True,19,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k32,0,word_rep,t2,32,32,42,no,36,12.832,26,nan,nan,nan,nan,-1,False,,nan,nan,True,26,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k32,1,word_rep,t2,32,32,42,no,35,12.832,25,nan,nan,nan,nan,-1,False,,nan,nan,True,25,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_no_t2_k32,2,word_rep,t2,32,32,42,no,33,12.832,23,nan,nan,nan,nan,-1,False,,nan,nan,True,23,undercount,0,SHE SAID NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO TO THE OFFER AND THEN LEFT THE ROOM
f5fix,wr_quick_t5_k06,0,word_rep,t5,6,6,13,quick,12,4.362666666666667,5,nan,nan,nan,nan,-1,False,,nan,nan,True,5,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k06,1,word_rep,t5,6,6,13,quick,12,4.362666666666667,5,nan,nan,nan,nan,-1,False,,nan,nan,True,5,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k06,2,word_rep,t5,6,6,13,quick,12,4.362666666666667,5,nan,nan,nan,nan,-1,False,,nan,nan,True,5,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k08,0,word_rep,t5,8,8,15,quick,13,4.992,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k08,1,word_rep,t5,8,8,15,quick,14,4.992,7,nan,nan,nan,nan,-1,False,,nan,nan,True,7,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k08,2,word_rep,t5,8,8,15,quick,13,4.992,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k12,0,word_rep,t5,12,12,19,quick,16,6.293333333333333,9,nan,nan,nan,nan,-1,False,,nan,nan,True,9,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k12,1,word_rep,t5,12,12,19,quick,16,6.293333333333333,9,nan,nan,nan,nan,-1,False,,nan,nan,True,9,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k12,2,word_rep,t5,12,12,19,quick,16,6.293333333333333,9,nan,nan,nan,nan,-1,False,,nan,nan,True,9,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k16,0,word_rep,t5,16,16,23,quick,19,7.541333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k16,1,word_rep,t5,16,16,23,quick,19,7.541333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k16,2,word_rep,t5,16,16,23,quick,18,7.541333333333333,11,nan,nan,nan,nan,-1,False,,nan,nan,True,11,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k24,0,word_rep,t5,24,24,31,quick,25,10.186666666666667,18,nan,nan,nan,nan,-1,False,,nan,nan,True,18,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k24,1,word_rep,t5,24,24,31,quick,27,10.186666666666667,20,nan,nan,nan,nan,-1,False,,nan,nan,True,20,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k24,2,word_rep,t5,24,24,31,quick,24,10.186666666666667,17,nan,nan,nan,nan,-1,False,,nan,nan,True,17,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k32,0,word_rep,t5,32,32,39,quick,33,12.832,26,nan,nan,nan,nan,-1,False,,nan,nan,True,26,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k32,1,word_rep,t5,32,32,39,quick,34,12.832,27,nan,nan,nan,nan,-1,False,,nan,nan,True,27,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_quick_t5_k32,2,word_rep,t5,32,32,39,quick,31,12.832,24,nan,nan,nan,nan,-1,False,,nan,nan,True,24,undercount,0,THE RUNNER MOVED QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK QUICK ALONG THE NARROW PATH
f5fix,wr_really_t6_k06,0,word_rep,t6,6,6,13,really,13,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k06,1,word_rep,t6,6,6,13,really,13,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k06,2,word_rep,t6,6,6,13,really,13,4.362666666666667,6,nan,nan,nan,nan,-1,False,,nan,nan,True,6,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k08,0,word_rep,t6,8,8,15,really,14,4.992,7,nan,nan,nan,nan,-1,False,,nan,nan,True,7,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k08,1,word_rep,t6,8,8,15,really,15,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k08,2,word_rep,t6,8,8,15,really,15,4.992,8,nan,nan,nan,nan,-1,False,,nan,nan,True,8,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k12,0,word_rep,t6,12,12,19,really,18,6.293333333333333,11,nan,nan,nan,nan,-1,False,,nan,nan,True,11,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k12,1,word_rep,t6,12,12,19,really,19,6.293333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k12,2,word_rep,t6,12,12,19,really,20,6.293333333333333,12,nan,nan,nan,nan,-1,False,,nan,nan,True,12,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k16,0,word_rep,t6,16,16,23,really,22,7.541333333333333,15,nan,nan,nan,nan,-1,False,,nan,nan,True,15,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k16,1,word_rep,t6,16,16,23,really,24,7.541333333333333,16,nan,nan,nan,nan,-1,False,,nan,nan,True,16,miscount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY RALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k16,2,word_rep,t6,16,16,23,really,24,7.541333333333333,17,nan,nan,nan,nan,-1,False,,nan,nan,True,17,overcount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k24,0,word_rep,t6,24,24,31,really,29,10.186666666666667,19,nan,nan,nan,nan,-1,False,,nan,nan,True,19,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALY REALLY REALLY REALLY REALLY REALLLLY REALLY REALLY REALLY REALLY REALY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k24,1,word_rep,t6,24,24,31,really,31,10.186666666666667,23,nan,nan,nan,nan,-1,False,,nan,nan,True,23,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k24,2,word_rep,t6,24,24,31,really,30,10.186666666666667,23,nan,nan,nan,nan,-1,False,,nan,nan,True,23,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
f5fix,wr_really_t6_k32,0,word_rep,t6,32,32,39,really,36,12.832,28,nan,nan,nan,nan,-1,False,,nan,nan,True,28,undercount,0,THEY WERE REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY REALLY TIRED AFTER THE LONG JOURNEY
