model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
llasa1b,ap_far_t3_k16,1,control_word,t3,16,16,24,far,24,17.62,16,nan,nan,nan,nan,881,False,,nan,nan,True,16,miscount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k16,2,control_word,t3,16,16,24,far,24,15.84,16,nan,nan,nan,nan,792,False,,nan,nan,True,16,miscount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k24,0,control_word,t3,24,24,32,far,32,18.36,24,nan,nan,nan,nan,918,False,,nan,nan,True,24,miscount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k24,1,control_word,t3,24,24,32,far,32,20.14,24,nan,nan,nan,nan,1007,False,,nan,nan,True,24,miscount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k24,2,control_word,t3,24,24,32,far,32,21.54,23,nan,nan,nan,nan,1077,False,,nan,nan,True,23,undercount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY HARDLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY INTO THE FORS BEFORE TURNING BACK
llasa1b,ap_far_t3_k32,0,control_word,t3,32,32,40,far,41,27.16,32,nan,nan,nan,nan,1358,False,,nan,nan,True,32,miscount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY INTO THE FORE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k32,1,control_word,t3,32,32,40,far,39,21.46,29,nan,nan,nan,nan,1073,False,,nan,nan,True,29,undercount,0,HE WALKED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY BADLY MOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY YEARLY DENSELY DIMLY DRYLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_far_t3_k32,2,control_word,t3,32,32,40,far,40,33.06,26,nan,nan,nan,nan,1653,False,,nan,nan,True,26,undercount,0,HE WALKED QUITE REALLY TRULY AIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY FARLY HARDLY MOSTLY MERLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDL COOLY CRUDLY DARKLY DEARLY DENSELY DIMLY DRYLY INTO THE FOREST BEFORE TURNING BACK
llasa1b,ap_no_t2_k12,0,control_word,t2,12,12,22,no,22,12.38,12,nan,nan,nan,nan,619,False,,nan,nan,True,12,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k12,1,control_word,t2,12,12,22,no,22,13.38,12,nan,nan,nan,nan,669,False,,nan,nan,True,12,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k12,2,control_word,t2,12,12,22,no,22,13.1,12,nan,nan,nan,nan,655,False,,nan,nan,True,12,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k16,0,control_word,t2,16,16,26,no,26,14.34,16,nan,nan,nan,nan,717,False,,nan,nan,True,16,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k16,1,control_word,t2,16,16,26,no,26,13.54,16,nan,nan,nan,nan,677,False,,nan,nan,True,16,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k16,2,control_word,t2,16,16,26,no,26,16.98,16,nan,nan,nan,nan,849,False,,nan,nan,True,16,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k24,0,control_word,t2,24,24,34,no,34,21.66,24,nan,nan,nan,nan,1083,False,,nan,nan,True,24,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k24,1,control_word,t2,24,24,34,no,34,18.5,23,nan,nan,nan,nan,925,False,,nan,nan,True,23,undercount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY FAIRLY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k24,2,control_word,t2,24,24,34,no,35,27.54,24,nan,nan,nan,nan,1377,False,,nan,nan,True,24,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY WHOLLY BADLY BOLDLY BRISKLY CALMLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k32,0,control_word,t2,32,32,42,no,42,22.74,32,nan,nan,nan,nan,1137,False,,nan,nan,True,32,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k32,1,control_word,t2,32,32,42,no,42,24.42,32,nan,nan,nan,nan,1221,False,,nan,nan,True,32,miscount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY TO THE OFFER AND THEN LEFT THE ROOM
llasa1b,ap_no_t2_k32,2,control_word,t2,32,32,42,no,36,34.04,30,nan,nan,nan,nan,1702,False,,nan,nan,True,30,undercount,0,SHE SAID QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY CRUBY DARKLY DEARLY DENSELY DIMLY DRYLY TO THE OFFER
llasa1b,ap_quick_t5_k12,0,control_word,t5,12,12,19,quick,19,13.74,12,nan,nan,nan,nan,687,False,,nan,nan,True,12,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k12,1,control_word,t5,12,12,19,quick,19,12.34,12,nan,nan,nan,nan,617,False,,nan,nan,True,12,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k12,2,control_word,t5,12,12,19,quick,19,13.12,12,nan,nan,nan,nan,656,False,,nan,nan,True,12,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k16,0,control_word,t5,16,16,23,quick,23,14.18,16,nan,nan,nan,nan,709,False,,nan,nan,True,16,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k16,1,control_word,t5,16,16,23,quick,23,14.1,16,nan,nan,nan,nan,705,False,,nan,nan,True,16,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k16,2,control_word,t5,16,16,23,quick,23,14.9,16,nan,nan,nan,nan,745,False,,nan,nan,True,16,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k24,0,control_word,t5,24,24,31,quick,31,24.44,24,nan,nan,nan,nan,1222,False,,nan,nan,True,24,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k24,1,control_word,t5,24,24,31,quick,31,19.28,23,nan,nan,nan,nan,964,False,,nan,nan,True,23,undercount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY MERELY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k24,2,control_word,t5,24,24,31,quick,31,21.54,23,nan,nan,nan,nan,1077,False,,nan,nan,True,23,undercount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY FARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k32,0,control_word,t5,32,32,39,quick,41,32.06,32,nan,nan,nan,nan,1603,False,,nan,nan,True,32,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDE CRUDELY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k32,1,control_word,t5,32,32,39,quick,39,21.96,32,nan,nan,nan,nan,1098,False,,nan,nan,True,32,miscount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY ALONG THE NARROW PATH
llasa1b,ap_quick_t5_k32,2,control_word,t5,32,32,39,quick,32,34.98,15,nan,nan,nan,nan,1749,False,,nan,nan,True,15,undercount,0,THE RUNNER MOVED QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY LILLY LLY SURELY BARELY HARDLY MOSTLY MERELY CURLY BADLY BALLY BRISK LE CAMLY COLE DEAR LE DEARLY DANLE DID DIS
llasa1b,ap_really_t6_k12,0,control_word,t6,12,12,19,really,19,9.78,12,nan,nan,nan,nan,489,False,,nan,nan,True,12,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k12,1,control_word,t6,12,12,19,really,19,12.62,12,nan,nan,nan,nan,631,False,,nan,nan,True,12,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k12,2,control_word,t6,12,12,19,really,19,15.12,12,nan,nan,nan,nan,756,False,,nan,nan,True,12,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k16,0,control_word,t6,16,16,23,really,23,15.84,16,nan,nan,nan,nan,792,False,,nan,nan,True,16,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k16,1,control_word,t6,16,16,23,really,23,12.3,16,nan,nan,nan,nan,615,False,,nan,nan,True,16,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k16,2,control_word,t6,16,16,23,really,23,14.18,16,nan,nan,nan,nan,709,False,,nan,nan,True,16,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k24,0,control_word,t6,24,24,31,really,31,24.18,24,nan,nan,nan,nan,1209,False,,nan,nan,True,24,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k24,1,control_word,t6,24,24,31,really,31,19.64,24,nan,nan,nan,nan,982,False,,nan,nan,True,24,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k24,2,control_word,t6,24,24,31,really,31,18.48,24,nan,nan,nan,nan,924,False,,nan,nan,True,24,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k32,0,control_word,t6,32,32,39,really,39,21.28,32,nan,nan,nan,nan,1064,False,,nan,nan,True,32,miscount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DEARLY DENSELY DIMLY DRYLY DULLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k32,1,control_word,t6,32,32,39,really,39,26.32,31,nan,nan,nan,nan,1316,False,,nan,nan,True,31,undercount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CRUDELY DARKLY DARLY DENSELY DIMLY DRYLY DULLY TIRED AFTER THE LONG JOURNEY
llasa1b,ap_really_t6_k32,2,control_word,t6,32,32,39,really,34,27.5,27,nan,nan,nan,nan,1375,False,,nan,nan,True,27,undercount,0,THEY WERE QUITE TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY FAIRLY HARDLY MOSTLY MEARLY PARTLY SIMPLY WIDELY WHOLLY BADLY BOLDLY BRISKLY CALMLY COLDLY COOLLY CORLY DARKLY DEARLY DENSE LY DIMLY DRYLY
llasa1b,ap_very_t1_k12,0,control_word,t1,12,12,22,very,22,11.66,12,nan,nan,nan,nan,583,False,,nan,nan,True,12,miscount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BIG AND IT RAN ACROSS THE FIELD
llasa1b,ap_very_t1_k12,1,control_word,t1,12,12,22,very,22,13.02,12,nan,nan,nan,nan,651,False,,nan,nan,True,12,miscount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BIG AND IT RAN ACROSS THE FIELD
llasa1b,ap_very_t1_k12,2,control_word,t1,12,12,22,very,22,11.58,12,nan,nan,nan,nan,579,False,,nan,nan,True,12,miscount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BIG AND IT RAN ACROSS THE FIELD
llasa1b,ap_very_t1_k16,0,control_word,t1,16,16,26,very,26,14.46,16,nan,nan,nan,nan,723,False,,nan,nan,True,16,miscount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY BIG AND IT RAN ACROSS THE FIELD
llasa1b,ap_very_t1_k16,1,control_word,t1,16,16,26,very,26,13.26,16,nan,nan,nan,nan,663,False,,nan,nan,True,16,miscount,0,THE DOG WAS QUITE REALLY TRULY FAIRLY RATHER SOMEWHAT EXTREMELY NOTABLY DEEPLY CLEARLY PLAINLY SURELY BARELY HARDLY MOSTLY NEARLY BIG AND IT RAN ACROSS THE FIELD
