model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
cosyvoice2,ct_blue_t4_k06,2,control_word,t4,6,6,13,blue,13,7.28,6,0.10861693322658539,0.03836163878440857,0.07404166666666667,0.3015162944793701,182,False,5,8.16,0.8921568627450981,True,6,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k08,0,control_word,t4,8,8,15,blue,15,7.24,8,0.08993418514728546,0.02676413394510746,0.069625,0.36197829246520996,181,False,5,10.306666666666667,0.702457956015524,False,8,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k08,1,control_word,t4,8,8,15,blue,15,9.16,8,0.1074906438589096,0.0478384755551815,0.13316666666666666,0.3973306715488434,229,False,7,10.306666666666667,0.888745148771022,True,8,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k08,2,control_word,t4,8,8,15,blue,15,6.96,8,0.08819420635700226,0.02819971740245819,0.06791666666666667,0.2729111313819885,174,False,5,10.306666666666667,0.6752910737386805,False,8,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k12,0,control_word,t4,12,12,19,blue,19,8.64,12,0.10205813497304916,0.021378232166171074,0.132625,0.24548789858818054,216,False,6,14.6,0.5917808219178082,False,12,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k12,1,control_word,t4,12,12,19,blue,19,10.56,12,0.09525111317634583,0.02668476477265358,0.033291666666666664,0.2740750014781952,264,False,8,14.6,0.7232876712328767,False,12,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k12,2,control_word,t4,12,12,19,blue,19,12.36,12,0.11124174296855927,0.03360642492771149,0.09370833333333334,0.4336053133010864,309,False,10,14.6,0.8465753424657534,False,12,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k16,0,control_word,t4,16,16,23,blue,23,11.04,16,0.09684328734874725,0.022208750247955322,0.13308333333333333,0.2938290536403656,276,False,9,18.893333333333334,0.5843330980945659,False,16,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k16,1,control_word,t4,16,16,23,blue,23,14.04,16,0.10117149353027344,0.03530140966176987,0.07004166666666667,0.2837170362472534,351,False,11,18.893333333333334,0.7431192660550457,False,16,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k16,2,control_word,t4,16,16,23,blue,23,13.6,16,0.11314583569765091,0.03988853842020035,0.10770833333333334,0.2652563154697418,340,False,11,18.893333333333334,0.7198306280875088,False,16,correct,1,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k24,0,control_word,t4,24,24,31,blue,31,14.08,24,0.09473194926977158,0.02448361925780773,0.11779166666666667,0.199424609541893,352,False,12,27.48,0.512372634643377,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k24,1,control_word,t4,24,24,31,blue,31,13.52,24,0.09926149994134903,0.019581902772188187,0.10345833333333333,0.3060550093650818,338,False,11,27.48,0.49199417758369723,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k24,2,control_word,t4,24,24,31,blue,31,12.8,24,0.1043885350227356,0.016506463289260864,0.14229166666666668,0.17674212157726288,320,False,10,27.48,0.4657933042212518,False,24,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k32,0,control_word,t4,32,32,39,blue,39,22.68,32,0.10992641001939774,0.030934255570173264,0.023875,0.31824788451194763,567,False,20,36.06666666666666,0.6288354898336415,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k32,1,control_word,t4,32,32,39,blue,39,19.56,32,0.10995019972324371,0.020912757143378258,0.256625,0.26830294728279114,489,False,17,36.06666666666666,0.5423290203327172,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_blue_t4_k32,2,control_word,t4,32,32,39,blue,39,17.04,32,0.09354931116104126,0.018644079566001892,0.14166666666666666,0.29279717803001404,426,False,14,36.06666666666666,0.4724584103512015,False,32,truncation,0,THE LIGHT WAS GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT GREEN BRIGHT PALE DIM WARM COLD SHARP SOFT BEFORE THE STORM ARRIVED
cosyvoice2,ct_far_t3_k02,0,control_word,t3,2,2,10,far,10,5.16,2,0.09050272405147552,0.05716065317392349,0.15904166666666666,0.3683107793331146,129,False,3,4.586666666666667,1.125,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k02,1,control_word,t3,2,2,10,far,10,4.52,2,0.08725306391716003,0.04364834725856781,0.16708333333333333,0.30453920364379883,113,False,2,4.586666666666667,0.9854651162790696,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k02,2,control_word,t3,2,2,10,far,10,4.08,2,0.09301766008138657,0.0480303056538105,0.0028333333333333335,0.30424511432647705,102,False,1,4.586666666666667,0.8895348837209303,True,2,correct,1,HE WALKED DEEP FAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k03,0,control_word,t3,3,3,11,far,11,5.88,3,0.09692461043596268,0.061137109994888306,0.0645,0.17678095400333405,147,False,3,5.4799999999999995,1.0729927007299271,True,3,correct,1,HE WALKED DEEP FAST LONG INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k03,1,control_word,t3,3,3,11,far,11,5.48,3,0.08933215588331223,0.05067036673426628,0.1645,0.45345744490623474,137,False,3,5.4799999999999995,1.0000000000000002,True,3,correct,1,HE WALKED DEEP FAST LONG INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k03,2,control_word,t3,3,3,11,far,11,5.08,3,0.09707657247781754,0.04434509575366974,0.12125,0.16877976059913635,127,False,3,5.4799999999999995,0.9270072992700731,True,3,correct,1,HE WALKED DEEP FAST LONG INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k04,0,control_word,t3,4,4,12,far,12,6.44,4,0.10270832479000092,0.04248850792646408,0.07125,0.40270647406578064,161,False,4,6.373333333333333,1.0104602510460252,True,4,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k04,1,control_word,t3,4,4,12,far,12,6.32,4,0.09343637526035309,0.04712766408920288,0.11591666666666667,0.4116069972515106,158,False,4,6.373333333333333,0.99163179916318,True,4,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k04,2,control_word,t3,4,4,12,far,12,5.32,4,0.09474769234657288,0.042668022215366364,0.16125,0.2926816940307617,133,False,3,6.373333333333333,0.8347280334728034,True,4,correct,1,HE WALKED DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k06,0,control_word,t3,6,6,14,far,14,6.92,6,0.10584117472171783,0.03482380509376526,0.034125,0.3061012327671051,173,False,5,8.159999999999998,0.8480392156862747,True,6,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k06,1,control_word,t3,6,6,14,far,14,7.48,6,0.10715822875499725,0.04315983131527901,0.12620833333333334,0.4970214366912842,187,False,5,8.159999999999998,0.9166666666666669,True,6,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k06,2,control_word,t3,6,6,14,far,14,7.0,6,0.09354353696107864,0.037607934325933456,0.130875,0.3156549334526062,175,False,5,8.159999999999998,0.8578431372549021,True,6,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k08,0,control_word,t3,8,8,16,far,16,9.96,6,0.11563117057085037,0.04060991108417511,0.11695833333333333,0.34797847270965576,249,False,8,9.946666666666665,1.0013404825737267,False,8,undercount,0,HE WALKED DEEP FAST LONG WIDE HIH LOW MERE PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k08,1,control_word,t3,8,8,16,far,16,7.44,8,0.10434739291667938,0.0329938568174839,0.122,0.41814038157463074,186,False,5,9.946666666666665,0.7479892761394104,False,8,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k08,2,control_word,t3,8,8,16,far,16,10.12,8,0.10199335217475891,0.0510566383600235,0.06779166666666667,0.2686363458633423,253,False,8,9.946666666666665,1.0174262734584452,True,8,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k12,0,control_word,t3,12,12,20,far,20,10.28,12,0.11583614349365234,0.03694387152791023,0.035458333333333335,0.18410439789295197,257,False,8,13.519999999999996,0.760355029585799,False,12,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k12,1,control_word,t3,12,12,20,far,20,10.4,12,0.10664767026901245,0.03671422600746155,0.12658333333333333,0.3332127332687378,260,False,9,13.519999999999996,0.7692307692307695,False,12,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k12,2,control_word,t3,12,12,20,far,20,9.44,12,0.10332376509904861,0.033472053706645966,0.07620833333333334,0.25073471665382385,236,False,7,13.519999999999996,0.698224852071006,False,12,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k16,0,control_word,t3,16,16,24,far,24,13.32,16,0.11470067501068115,0.037666354328393936,0.15566666666666668,0.24653391540050507,333,False,12,17.093333333333327,0.7792511700468022,False,16,correct,1,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k16,1,control_word,t3,16,16,24,far,24,12.32,8,0.10458112508058548,0.03247764706611633,0.11825,0.2914879620075226,308,False,11,17.093333333333327,0.7207488299531984,False,11,undercount,0,HE WALKED DEEP FAST LONG WIDE HIDH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k16,2,control_word,t3,16,16,24,far,24,11.2,16,0.11452596634626389,0.02873069792985916,0.04825,0.2110704630613327,280,False,9,17.093333333333327,0.6552262090483622,False,16,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k24,0,control_word,t3,24,24,32,far,32,14.04,16,0.10729354619979858,0.036192815750837326,0.13179166666666667,0.2572893798351288,351,False,13,24.23999999999999,0.5792079207920794,True,16,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAS DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k24,1,control_word,t3,24,24,32,far,32,14.4,8,0.10611779242753983,0.03754037246108055,0.07375,0.30714699625968933,360,False,13,24.23999999999999,0.5940594059405943,False,13,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PASS DEEP FAST LONG WIDE HIGH LOW NEAR PASS DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k24,2,control_word,t3,24,24,32,far,32,17.36,16,0.10908154398202896,0.033442672342061996,0.11783333333333333,0.23378634452819824,434,False,16,24.23999999999999,0.7161716171617164,True,16,undercount,0,HE WALKED DEEP FAST LONG WIDE HIH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k32,0,control_word,t3,32,32,40,far,40,18.92,32,0.10697771608829498,0.03323611617088318,0.06633333333333333,0.23911122977733612,473,False,18,31.386666666666656,0.6028037383177572,False,32,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_far_t3_k32,1,control_word,t3,32,32,40,far,48,19.48,32,0.11057372391223907,0.027217237278819084,4.1666666666666665e-05,0.16474851965904236,487,False,19,31.386666666666656,0.6206457094307564,False,32,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BAK
cosyvoice2,ct_far_t3_k32,2,control_word,t3,32,32,40,far,40,19.08,32,0.10746156424283981,0.031726937741041183,0.13475,0.1949961930513382,477,False,18,31.386666666666656,0.6079014443500427,False,32,truncation,0,HE WALKED DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST DEEP FAST LONG WIDE HIGH LOW NEAR PAST INTO THE FOREST BEFORE TURNING BACK
cosyvoice2,ct_no_t2_k02,0,control_word,t2,2,2,12,no,12,4.96,2,0.08356533199548721,0.033341772854328156,0.12725,0.3336544930934906,124,False,3,4.599999999999999,1.0782608695652176,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k02,1,control_word,t2,2,2,12,no,12,4.8,2,0.0900711864233017,0.02750254049897194,0.041,0.26672685146331787,120,False,3,4.599999999999999,1.0434782608695654,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k02,2,control_word,t2,2,2,12,no,12,4.04,2,0.0846102237701416,0.025743678212165833,0.07170833333333333,0.2007739096879959,101,False,1,4.599999999999999,0.8782608695652177,True,2,correct,1,SHE SAID YES MAYBE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k03,0,control_word,t2,3,3,13,no,13,4.68,3,0.08283309638500214,0.03472539782524109,0.08191666666666667,0.19845856726169586,117,False,2,4.979999999999999,0.9397590361445786,True,3,correct,1,SHE SAID YES MAYBE SURE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k03,1,control_word,t2,3,3,13,no,14,4.32,2,0.0925447940826416,0.02816028520464897,0.0875,0.2552853226661682,108,False,1,4.979999999999999,0.8674698795180725,True,2,undercount,0,SHE SAID YES MAY BE SURE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k03,2,control_word,t2,3,3,13,no,13,5.28,3,0.0934680625796318,0.03538395091891289,0.076,0.1940275877714157,132,False,4,4.979999999999999,1.060240963855422,True,3,correct,1,SHE SAID YES MAYBE SURE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k04,0,control_word,t2,4,4,14,no,14,5.52,4,0.0814196765422821,0.03829128295183182,0.027041666666666665,0.18935582041740417,138,False,4,5.3599999999999985,1.029850746268657,True,4,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k04,1,control_word,t2,4,4,14,no,14,4.96,4,0.10026256740093231,0.0354287251830101,0.09095833333333334,0.16855426132678986,124,False,3,5.3599999999999985,0.9253731343283584,True,4,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k04,2,control_word,t2,4,4,14,no,14,6.0,4,0.09308367222547531,0.03672856092453003,0.08370833333333333,0.3612321615219116,150,False,6,5.3599999999999985,1.1194029850746272,False,6,correct,1,SHE SAID YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k06,0,control_word,t2,6,6,16,no,17,7.48,5,0.09789005666971207,0.030678238719701767,0.10470833333333333,0.17914311587810516,187,False,10,6.119999999999999,1.2222222222222225,False,10,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k06,1,control_word,t2,6,6,16,no,17,6.8,5,0.09923500567674637,0.033449046313762665,0.0385,0.3346931040287018,170,False,8,6.119999999999999,1.1111111111111112,False,8,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k06,2,control_word,t2,6,6,16,no,17,7.76,5,0.09822423756122589,0.02964840829372406,0.100875,0.27935492992401123,194,False,10,6.119999999999999,1.2679738562091505,False,10,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k08,0,control_word,t2,8,8,18,no,19,7.48,6,0.08351609855890274,0.03246704488992691,0.09266666666666666,0.22348865866661072,187,False,10,6.879999999999999,1.0872093023255816,False,10,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT UM TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k08,1,control_word,t2,8,8,18,no,19,10.4,6,0.11317912489175797,0.03586968779563904,0.11908333333333333,0.30044645071029663,260,False,17,6.879999999999999,1.5116279069767444,False,17,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HOM TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k08,2,control_word,t2,8,8,18,no,19,8.32,6,0.09461530297994614,0.033846836537122726,0.07441666666666667,0.21635572612285614,208,False,12,6.879999999999999,1.2093023255813955,False,12,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT MOON TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k12,0,control_word,t2,12,12,22,no,23,11.12,10,0.10851603001356125,0.030245685949921608,0.143,0.20528477430343628,278,False,19,8.399999999999999,1.323809523809524,False,19,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT MON YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k12,1,control_word,t2,12,12,22,no,23,10.8,10,0.09343171864748001,0.03240978717803955,0.11545833333333333,0.27029886841773987,270,False,18,8.399999999999999,1.285714285714286,False,18,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k12,2,control_word,t2,12,12,22,no,23,12.0,10,0.11354345828294754,0.027778707444667816,0.082,0.22442759573459625,300,False,21,8.399999999999999,1.4285714285714288,False,21,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT HUM YES MAYBE SURE FINE TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k16,0,control_word,t2,16,16,26,no,28,11.68,12,0.10021685063838959,0.02871774323284626,0.033416666666666664,0.19197799265384674,292,False,21,9.92,1.1774193548387097,False,21,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT UM YES MAYBE SURE FINE O K WELL RIGHT UM TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k16,1,control_word,t2,16,16,26,no,28,12.44,12,0.10525268316268921,0.02948608063161373,0.10129166666666667,0.2600554823875427,311,False,23,9.92,1.254032258064516,False,23,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT MOON YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
cosyvoice2,ct_no_t2_k16,2,control_word,t2,16,16,26,no,28,11.6,12,0.096654511988163,0.02752404287457466,0.04770833333333333,0.1850053071975708,290,False,20,9.92,1.1693548387096775,False,20,undercount,0,SHE SAID YES MAYBE SURE FINE O K WELL RIGHT U YES MAYBE SURE FINE O K WELL RIGHT HUM TO THE OFFER AND THEN LEFT THE ROOM
