dataset,label,source_id,sample_id,selection_rank,selection_key_sha256
ASVspoof2019_LA,0,LA_E_9698903,LA_E_9698903,28,013744a63bd43e09e3830b36465f56a21cdc9790479f3e1e49f194203e62a751
ASVspoof2019_LA,0,LA_E_1476523,LA_E_1476523,29,0141cc4e61a0572e91b094cc80d657c4467ce014fd11d82ebcb797a36c49a36c
ASVspoof2019_LA,0,LA_E_5854042,LA_E_5854042,30,01423b64d5d338f3914d91802acbc9f2847a96bad9b084575236beca256dc768
ASVspoof2019_LA,0,LA_E_4361117,LA_E_4361117,31,0142811e033c9e29186c308b4f0ca247b1595524f1fd012e5ef0208fabee4d09
ASVspoof2019_LA,0,LA_E_1361763,LA_E_1361763,32,014aa198d56d3c72c99aa80ee54fec3055065b281ce907583e7613d75b63e4d5
ASVspoof2019_LA,0,LA_E_2010741,LA_E_2010741,33,015e17541c38dfbff7e9c84cf8c2d23424b026fd6840f92606fe25b769f2444c
ASVspoof2019_LA,0,LA_E_8563747,LA_E_8563747,34,01666df15f87137c48e8c548cd304dc3dbc6fcf9beec93875cc7422ff91d63a3
ASVspoof2019_LA,0,LA_E_8941166,LA_E_8941166,35,016d8c4f531feee5faeb08e64fca68485b8aa1bcc4e1047cf624fb2099a133e6
ASVspoof2019_LA,0,LA_E_1619076,LA_E_1619076,36,01946536f9994f9a4831299b244591ff2e55fe8fe0f2d206ad77e4918d536b7b
ASVspoof2019_LA,0,LA_E_1342706,LA_E_1342706,37,01f0780a6b04afc1a3fd21ef6e10582279850c048f3380588e415364702ed8cb
ASVspoof2019_LA,0,LA_E_5361943,LA_E_5361943,38,01f62617c79794a05cfcb8f928fb96d5c77f6e1cc97e7fca07bff2c09ffdbe62
ASVspoof2019_LA,0,LA_E_1098563,LA_E_1098563,39,0206d0850eb1bb1025c14d614a1f52da8138f51c8bff2fa1aed44892866fc83d
ASVspoof2019_LA,0,LA_E_1027220,LA_E_1027220,40,020c25887790ce90e598b2eda99010eb58e051c41991bf4d191829c034593c00
ASVspoof2019_LA,0,LA_E_6700890,LA_E_6700890,41,021b8ab681e30ba2fa847bf81f404117ac1d332da6c35f74450cbd2dd4710e54
ASVspoof2019_LA,0,LA_E_9711431,LA_E_9711431,42,021faceef2e8cbc4dffad2785509673dfb84ddbe432edf79d1b530d0a95ab962
ASVspoof2019_LA,0,LA_E_8280954,LA_E_8280954,43,022159d3a36d0c5718817d0dcf2293e0ed635b3e0fbfaae0db474343e76ec72b
ASVspoof2019_LA,0,LA_E_9270727,LA_E_9270727,44,022c1770ba246ddf4624021d241b2458ff307b4059b64d04c0d1e6b227e42dc9
ASVspoof2019_LA,0,LA_E_3267065,LA_E_3267065,45,023dc0dedc931051fa1a65661fc04374f8fbc0713c42573c25245d8b90edb6f3
ASVspoof2019_LA,0,LA_E_7148459,LA_E_7148459,46,024a1dd651f414e3d26b626ca06272d46dcfe544664bf470bf305aee9b753152
ASVspoof2019_LA,0,LA_E_7505181,LA_E_7505181,47,025a2971e056f0efaa596c1839279ebcc8fc1d3e87adc443585136d9ec0cc75b
ASVspoof2019_LA,0,LA_E_4331701,LA_E_4331701,48,026f111ce3ccd64449118532665999c7cf0dcfedc07ca0321f376eb8f1ed6f29
ASVspoof2019_LA,0,LA_E_2749959,LA_E_2749959,49,02704e3bc55c2842baab847ac730998e80c8ff4177a44419b911ecf58becd390
ASVspoof2019_LA,0,LA_E_1458883,LA_E_1458883,50,02724235c33f50e2e0e38a15ec53069bf835a7ceab3c31b025d190ead90b77c9
ASVspoof2019_LA,0,LA_E_4364470,LA_E_4364470,51,0275cc1bd224e4d7b05b016f53051e801bf000e8ea74da266d1c0ac3b683aadb
ASVspoof2019_LA,0,LA_E_4833555,LA_E_4833555,52,02798234c9609e773fac49385e108dd8dc16d47e52e7609cf362f6bace5fb151
ASVspoof2019_LA,0,LA_E_9283845,LA_E_9283845,53,0282525f77c762ef4504cf163e74d5332b372381a65b860f70acbbc742ec6460
ASVspoof2019_LA,0,LA_E_6549773,LA_E_6549773,54,028a710a00b827f6d0d035dfcec41ea8f0f1f07cb52c9b95813cf5fce171bb1e
ASVspoof2019_LA,0,LA_E_4244071,LA_E_4244071,55,029ad462444131a2d26432f9acd0f991a17ff04ea1ffeb49459f5db687271861
ASVspoof2019_LA,0,LA_E_9377307,LA_E_9377307,56,02ab4cd1b090e200ae4c2c5933a07a58b8028d205e6f6e8da708388d7e1cdfa9
ASVspoof2019_LA,0,LA_E_1304770,LA_E_1304770,57,02b30df5bb2010b82534e1660de202be811195e3b465d204b5327fbc987d0297
ASVspoof2019_LA,0,LA_E_6334125,LA_E_6334125,58,02ba4e07b684641135781415e920ad65be98a2fffe32512d9ec79fd979154af1
ASVspoof2019_LA,0,LA_E_2189436,LA_E_2189436,59,02db26e383168c0513c557bdb2adc139ac1ee7a6870ba2e32967e512658b3c11
ASVspoof2019_LA,0,LA_E_2004528,LA_E_2004528,60,02de912d984bd5bb3f12fa11a3dc2a3eea0b385cefd37c46b8957d6fa2ce2e62
ASVspoof2019_LA,0,LA_E_6792742,LA_E_6792742,61,02e06e71ee934d6dd1e5fd0a7631527e09c2b021af39acc93a07711428d0fb12
ASVspoof2019_LA,0,LA_E_3121073,LA_E_3121073,62,02e459c22d1d9b248042b3485292dd738fb1d495aacb050eda40d46cd120e798
ASVspoof2019_LA,0,LA_E_9567655,LA_E_9567655,63,02ef1b4fe363230776c383e64becc28bd68907e6407d57b82b491546ecd883f1
ASVspoof2019_LA,0,LA_E_4438054,LA_E_4438054,64,02f09394f9126477eb0b71caee41245c7ec5aaa273de3b476c68a42b2c59f097
ASVspoof2019_LA,0,LA_E_1432098,LA_E_1432098,65,02f4df0dade18084a32c4a1b5f5add47714469a23f4294242ac57193d8fe7a40
ASVspoof2019_LA,0,LA_E_3779448,LA_E_3779448,66,03092d966896e4190cd245523d16a0a650a4f2ae6089a30e03d8b8e7c70dc33b
ASVspoof2019_LA,0,LA_E_5823323,LA_E_5823323,67,030d108302534cb5b1358b208ae0ffad3afba6c3e2efd9d757ac80465a759531
ASVspoof2019_LA,0,LA_E_8919526,LA_E_8919526,68,03249a762f6275737b6025ac7e672b053ff3abc36923cb01eca1c5f4182ec8ae
ASVspoof2019_LA,0,LA_E_6115738,LA_E_6115738,69,032f433c857747395f7831ee3f4f0b10571b9d358928b85bd87ff650e8906789
ASVspoof2019_LA,0,LA_E_6238566,LA_E_6238566,70,033befaaf7914103a528a4af9f449ab29178d5fb14283ac2afd236f18057738a
ASVspoof2019_LA,0,LA_E_8377436,LA_E_8377436,71,034a5f9b66b776ac5453e81d25f0ee7d6e122fa89bd41bca729ba4aadc8b6b2d
ASVspoof2019_LA,0,LA_E_4697286,LA_E_4697286,72,0350a1ca91241ec3b79b4bc44dcd4f17b348d9f3fdc0ab77179894934e113b52
ASVspoof2019_LA,0,LA_E_8840762,LA_E_8840762,73,03601d81d81ce7bc2f5389d1df821edc823811ea515ddec5e14f0308c6ffe046
ASVspoof2019_LA,0,LA_E_4009672,LA_E_4009672,74,0360d0472a6e440772e8f4de2af30cf037c7b4a6f1066615a39e965080d24837
ASVspoof2019_LA,0,LA_E_1148164,LA_E_1148164,75,03688ff1f1ca925e5a2434eff64eec8472aa0a62cfc323261e6b06aaa34116d3
ASVspoof2019_LA,0,LA_E_2288295,LA_E_2288295,76,0370df041211a8c5dceb84f81f10d41dd8371bd783afcb4667b3b5b02a250b2f
ASVspoof2019_LA,0,LA_E_8445242,LA_E_8445242,77,037dcbd587faa3adc966a300d48d0810aad706d95b4f24a7df46de5242a04e4f
ASVspoof2019_LA,0,LA_E_5694987,LA_E_5694987,78,03881f86c723d639baeb4903d32b2142f6a4b171f34b343e1774fa8c31ed0ce4
ASVspoof2019_LA,0,LA_E_2849348,LA_E_2849348,79,0395f6d447b2375df716e1c69f71f52768e083af1591a4032fce82a6edf79c9f
ASVspoof2019_LA,0,LA_E_1930996,LA_E_1930996,80,03c35b807049903b11b3ee1dcd3d42af97f9bff69d949e97583ccab642b85c40
ASVspoof2019_LA,0,LA_E_6373440,LA_E_6373440,81,03c5517d25655d7deadaa19888e3110d90e5776f2b70062492c5efee115c7f4c
ASVspoof2019_LA,0,LA_E_7546868,LA_E_7546868,82,03f3170f1e6134daa674da142b6c0e810f42964024e76e2ad30e4ea249e2258a
ASVspoof2019_LA,0,LA_E_5845399,LA_E_5845399,83,03fd8dcd2224bfc85b68cb72940cc9c465acefb2e3692bd01a027eb1d7bd7af0
ASVspoof2019_LA,0,LA_E_3217105,LA_E_3217105,84,040161995db7c8be2d3c771fe22cf5ae4f08b638749aab7ae799bafad3ce5a62
ASVspoof2019_LA,0,LA_E_5433316,LA_E_5433316,85,0401988267c49cbee9184be06b55731152445bf5c8ffe549a1c3db020792842b
ASVspoof2019_LA,0,LA_E_7192318,LA_E_7192318,86,040d0731d19bb40791b4850d2d879df2170ab2a8b39f36095d09412f40e02eab
ASVspoof2019_LA,0,LA_E_1485085,LA_E_1485085,87,043c240c077e64d2a4441d997287d5f6e69fb562251dd533829e5771dfae51c3
ASVspoof2019_LA,0,LA_E_9183713,LA_E_9183713,88,043edeb956943f411d400ef4aa0a4e788426358e0b9f4e2272b19194ebcf4602
ASVspoof2019_LA,0,LA_E_1311509,LA_E_1311509,89,0453809c024451d20a1fde88ad979144961bf6663817e4c081691d74b28193ad
ASVspoof2019_LA,0,LA_E_6628203,LA_E_6628203,90,04543a4098a4d3de90f14a4bb01ca32375170d6ebd475eb2b02804934b4040e2
ASVspoof2019_LA,0,LA_E_3248504,LA_E_3248504,91,0457c3a7cfefda0ef3539f1d7b7e6d0ce04ad5fa2f79ffc7ef8c2a410e0eac44
ASVspoof2019_LA,0,LA_E_1251876,LA_E_1251876,92,0458b6948bc5218cba7520db273e33e692712da3f3cbf4f6d903b24437498cc9
ASVspoof2019_LA,0,LA_E_5880298,LA_E_5880298,93,04633d144cb40903bfd0845cd13391a7cddcdb4a2bd8e3d07bc4859e9fb17156
ASVspoof2019_LA,0,LA_E_4346479,LA_E_4346479,94,0494c146de81762da4231e49f6ccb01d4b9f66266f3f0f3036c05f0d5b0c7314
ASVspoof2019_LA,0,LA_E_3585941,LA_E_3585941,95,04adc6920d52022d9a759342201403ea27cfa15f2d045d10cea23b02bd0f841c
ASVspoof2019_LA,0,LA_E_8978106,LA_E_8978106,96,04b2fe6311ec217b79f595386d8c230542111639dba2c54665c812578552da73
ASVspoof2019_LA,0,LA_E_6434453,LA_E_6434453,97,04b6634c0590e98f35c772bdde585748c458b8845bc955cd24554d0ec61efc3c
ASVspoof2019_LA,0,LA_E_3729887,LA_E_3729887,98,04bd16d44d148f9658437f3607279dd6b4a0120374a891cf527b77311b12e226
ASVspoof2019_LA,0,LA_E_7233576,LA_E_7233576,99,04bdc55f1e67cd430c659316bb5a79a9ffb138a2b1bed938d1830f1b6ce97744
ASVspoof2019_LA,0,LA_E_7547588,LA_E_7547588,100,04c5f703baa7306a38c1160ce97832f843aa4419c9d208673ad9190d33fc48a4
ASVspoof2019_LA,0,LA_E_3651892,LA_E_3651892,101,04cc1c65278a05fd1c5ab74b186f1a4244975c8d5a63f952f320b96d1d531b97
ASVspoof2019_LA,0,LA_E_4159898,LA_E_4159898,102,04d0ce446eb0f881cae6b991443d4a08a0f64845008a637925f7b38d87d3b979
ASVspoof2019_LA,0,LA_E_5726752,LA_E_5726752,103,04d309dd41012e7ffa741fb80961646bb01f15b169ba1541b047bc33e6f4e064
ASVspoof2019_LA,0,LA_E_6384397,LA_E_6384397,104,04e0be51b327e40c337506a8cbcce69bed20d33e311c4793066b9bc066e6a267
ASVspoof2019_LA,0,LA_E_3727595,LA_E_3727595,105,04eacd392931b83a9d2836cc0d017aff54ea3132c35dc6338c329c26d0e9b065
ASVspoof2019_LA,0,LA_E_2733152,LA_E_2733152,106,04ed0fa7edbf89c51c4be6318d23a94cf3b4e2af291edfe1ff7e22309090ae6c
ASVspoof2019_LA,0,LA_E_7035803,LA_E_7035803,107,04ee833830cfba547a6d51d9ebb281b903ff0aae613271d7bbf87b7ffdd89947
ASVspoof2019_LA,0,LA_E_9775414,LA_E_9775414,108,051cebd45516534e6c343970c60b2c2aff56a49b9f97aecd25ab44240d4a6b1e
ASVspoof2019_LA,0,LA_E_7262697,LA_E_7262697,109,051f5a6d40f711e2e927454d4fdb6d497deee212b702f19a9d69ddf9e5fda897
ASVspoof2019_LA,0,LA_E_4960301,LA_E_4960301,110,053a1b2916edf4b639511b6ba73dd5a4eab76ba3d6073e73633a0ac93f6c3a8b
ASVspoof2019_LA,0,LA_E_1528765,LA_E_1528765,111,054c56c4ed4cbc9868118c46fb52716fbd4a230d780671b681bf8872f43a8914
ASVspoof2019_LA,0,LA_E_6177981,LA_E_6177981,112,057305d7c5e41b08e56be6725af24c910c109c0280a85262fff3088e45d915a7
ASVspoof2019_LA,0,LA_E_8893147,LA_E_8893147,113,05736864a1240f215a1129b73cc639cb4f4faa6f157029bbb32c5a89e7149c2d
ASVspoof2019_LA,0,LA_E_7318171,LA_E_7318171,114,0578d24b311ff13e176041270e355fc54604ab5501b169a5b1c899c98bf7143d
ASVspoof2019_LA,0,LA_E_8931530,LA_E_8931530,115,058fa75fa342f71f769e75b36613802e277ffd6e4dad2341cd4cdf71c9fa2e3b
ASVspoof2019_LA,0,LA_E_2322746,LA_E_2322746,116,0592e5c8c0fbd7c00482e83b3d4d7dd527dc71f53d77fc15250e9507aea29207
ASVspoof2019_LA,0,LA_E_5869507,LA_E_5869507,117,0598c1094e4074fe4492e0f181eecb729c5c1b234054fc2e1e07009b19a18096
ASVspoof2019_LA,0,LA_E_6296657,LA_E_6296657,118,059a1eb024808a68c45b625709fe9711d98fcf6197e8d578d7d61b6a4cef2359
ASVspoof2019_LA,0,LA_E_4246903,LA_E_4246903,119,05a164ede70151b59cfd382da7894b0ec6637c5cb8d9f0412c7a2f1efb1d9b75
ASVspoof2019_LA,0,LA_E_3688097,LA_E_3688097,120,05a168d24e6d16650d633b9eb53d122ff26d96863e8c1b126e5c7bbafaf325cc
ASVspoof2019_LA,0,LA_E_2235801,LA_E_2235801,121,05a64c45b9a7d0c574794ad0720ba7d4f0927ae4af6ed1423d4b8588c63745eb
ASVspoof2019_LA,0,LA_E_2707935,LA_E_2707935,122,05a6969d0651088399c747df877cc4099ff784e5c7d00dc3d513a21d0bdf2cb0
ASVspoof2019_LA,0,LA_E_4118771,LA_E_4118771,123,05aabfb671370a4dd3f2049dd46d244cfab51ca24f1e30d86df9b2ba02e1be09
ASVspoof2019_LA,0,LA_E_2427518,LA_E_2427518,124,05ab66f83b74952737d0c72b83bfba459393e23d5465bf454a53d4a1da67ac23
ASVspoof2019_LA,0,LA_E_1951792,LA_E_1951792,125,05b6a83f28917843f039e00f8e687169ad236e58058616d83605b86e63ddeed9
ASVspoof2019_LA,0,LA_E_6945617,LA_E_6945617,126,05f42e33a80696bfd8c8ea20ba00de0417723bb2fb06938777fb1acff2b2dddd
ASVspoof2019_LA,0,LA_E_4117393,LA_E_4117393,127,05f83cb86987227d179b0d937cebb38deeda99399644f484ff0ed9c75d70a01f
ASVspoof2019_LA,0,LA_E_7743946,LA_E_7743946,128,0608bb88549c25bc58ad62d733aeb98d4cab4a1715bcf90978b3ef1a1fc893d6
ASVspoof2019_LA,0,LA_E_2908989,LA_E_2908989,129,060b211440d5fb05c6e96b57aee7790ed8ebac1f082f8530c173e548c23234e2
ASVspoof2019_LA,0,LA_E_7559306,LA_E_7559306,130,060f9079ba34afb7d77f69d37701395a5da569a7a35c21f3968711870c924ef9
ASVspoof2019_LA,0,LA_E_1670241,LA_E_1670241,131,062efeb49f49f45d645a50862faeba7e6548ce00f3ad54f39231be11bcb861df
ASVspoof2019_LA,0,LA_E_6264297,LA_E_6264297,132,0631d120b2a31b438983805e5db59d4df9284e5e4d7d8ceeb3b0092ae51fcc99
ASVspoof2019_LA,0,LA_E_4809935,LA_E_4809935,133,0631f73f0b4146fa78d28044b009fcace976f820879d469d7f275dc5127fc9e5
ASVspoof2019_LA,0,LA_E_9271031,LA_E_9271031,134,0653da145e03aa5451d9968e13700f285d984c65bee100cf83142f2ea20494d0
ASVspoof2019_LA,0,LA_E_4675264,LA_E_4675264,135,0670e094bd6a144074b273d355a4a431460527413c189cbfd94341f96e69e272
ASVspoof2019_LA,0,LA_E_4839238,LA_E_4839238,136,06802fef029956e08eb1ced872aee40c2cc31993a1f1e40accbc7a1fafc03bf4
ASVspoof2019_LA,0,LA_E_8410941,LA_E_8410941,137,068a249a44e1d2155ca18f196503ecce90fea62da4476a1d89de3574913ca9c4
ASVspoof2019_LA,0,LA_E_2289164,LA_E_2289164,138,06adb1864c8404f2fd6d654a04a845981fb92977db37db83491a76c82a3bc8e8
ASVspoof2019_LA,0,LA_E_7857986,LA_E_7857986,139,06bfa78ea39da3045e88bafa11f1d1d379e225dac4671df271a9c5825d133d4c
ASVspoof2019_LA,0,LA_E_5858403,LA_E_5858403,140,06d418ec58c4abb603c818bb2d2bc638398264b72685dc3c2a33f9ba0676b400
ASVspoof2019_LA,0,LA_E_2781588,LA_E_2781588,141,06d7ef0f25bc688f29876e875a8c18b81eb97e1b50d34dd5fa359390cf12e9a5
ASVspoof2019_LA,0,LA_E_7731814,LA_E_7731814,142,06de641b97ece8cdb6f13188746794c6d15a946e81225ac378c9c986c37584c1
ASVspoof2019_LA,0,LA_E_9243605,LA_E_9243605,143,06eac5d1099f63416969dbb784130dd9e73f46475690e23c9cdaf84193d15031
ASVspoof2019_LA,0,LA_E_3636256,LA_E_3636256,144,06ed3259db05d1644cde96f07ab5fde1e260b8bdf546e7cf42392c9fc445f226
ASVspoof2019_LA,0,LA_E_4803649,LA_E_4803649,145,0707d825d58485a3ccc1066fc492089513580fea380634254ea5961f67b9217f
ASVspoof2019_LA,0,LA_E_8411149,LA_E_8411149,146,070cf9909f36be734f8d26fb54f01e3ef22736a08d4049a59e5fa1f1dd8e1365
ASVspoof2019_LA,0,LA_E_1877038,LA_E_1877038,147,07141bc015bbad0b18ea53e8f8005c62d3799d6f411b26b02957bc20dd4d87ef
ASVspoof2019_LA,0,LA_E_7298368,LA_E_7298368,148,071b6ae54a10ff269275da7ba73e8028f81ee12a6904826cc1f45aecb9fc793d
ASVspoof2019_LA,0,LA_E_9931516,LA_E_9931516,149,072387990a28d7e915844fb8737745539acac41ad61a22d6903c1eb6c43d5a67
ASVspoof2019_LA,0,LA_E_2043746,LA_E_2043746,150,072ce6a30566ccb4b019cf22161a81090d10f637ecab1e959d0414d9c9577848
ASVspoof2019_LA,0,LA_E_3355748,LA_E_3355748,151,07383fc5a02ae9c72e73010448a91bc227d2fd3ce4a28c8f9bacf58342f7f914
ASVspoof2019_LA,0,LA_E_3097814,LA_E_3097814,152,073c1b69ee7f0cbaabe18485b3505185e58a6e941045d44ea45d0787d7f7292c
ASVspoof2019_LA,0,LA_E_7578678,LA_E_7578678,153,074b2d532c2d9a2912b7363bcf3de54f1f3ebb0af7f5e06141a0f218ba58fa0b
ASVspoof2019_LA,0,LA_E_1691952,LA_E_1691952,154,074c5941e30adaf54a3e050c39c33c81c7c874bba81844f06f40fcc895b86942
ASVspoof2019_LA,0,LA_E_3835283,LA_E_3835283,155,075b05dbc417c0de1bc0e0864d046b2d30fc021f02755d61df2ca1545b30a6a4
ASVspoof2019_LA,0,LA_E_3469732,LA_E_3469732,156,075cf6214574355677a4976cb09361110fcd0a1575d33def62ffc4c9e6617af7
ASVspoof2019_LA,0,LA_E_5005288,LA_E_5005288,157,0765cd5969f20ba6eef0a7017738a568446966da4ceb9d767f2dfa0677978d08
ASVspoof2019_LA,0,LA_E_8115126,LA_E_8115126,158,0790b663a6143c409b7d42ae8a90197d8d2665214f49936d244ac07a90be4a78
ASVspoof2019_LA,0,LA_E_5405553,LA_E_5405553,159,07cf7ac3ec74f7159d89e02ff9f553f5f9863d8adfb904616c2e21589e1284ac
ASVspoof2019_LA,0,LA_E_2389472,LA_E_2389472,160,07d9a15ccb0e9e27910be061d2f59576eaf321dadbaa6cf4281fa975bd707519
ASVspoof2019_LA,0,LA_E_4393720,LA_E_4393720,161,07f978949a2a95b5ac59024dcc53c39b7d6cff3f5ab43d312ee87bab24bc6b7c
ASVspoof2019_LA,0,LA_E_6096798,LA_E_6096798,162,080b1891716dce1360b5a78a4212d7394851a6201144fa651b35bc3a1425bf02
ASVspoof2019_LA,0,LA_E_4256442,LA_E_4256442,163,080dffb83098aeec7bd7884e26a61912361fb05f78b4bda88f12f7252549123d
ASVspoof2019_LA,0,LA_E_6305629,LA_E_6305629,164,0811f5e85b3dc017eefd11438aacf3c292dd866f71838bf6a5830723ed220add
ASVspoof2019_LA,0,LA_E_9441902,LA_E_9441902,165,0812c7e95f338c5b601453b542d74cdc04d7d897b0b5b756e3d0f63bae636d30
ASVspoof2019_LA,0,LA_E_6153161,LA_E_6153161,166,08210433a5dd3890c9d8f4587b9609bc13cb63d49d20f557ca43933ac4e82e4e
ASVspoof2019_LA,0,LA_E_8796777,LA_E_8796777,167,082a2b055a7fda8faa37fd1a8e23db5a6feb8709586937cb4d7e6845e8a03ce8
ASVspoof2019_LA,0,LA_E_4386038,LA_E_4386038,168,083881df098938004166f5b5579545263a1b615781badbbc8275da7fbbae6379
ASVspoof2019_LA,0,LA_E_3197194,LA_E_3197194,169,084e78ad40dd4efdeadd67e24b2db7a4ee8b83dfa3711ecbc67591db9966f7d2
ASVspoof2019_LA,0,LA_E_7985733,LA_E_7985733,170,084f05855cdb2c15a2467bd8bfb9111b16bd198180c0766ff32d75e07d855af3
ASVspoof2019_LA,0,LA_E_6121160,LA_E_6121160,171,08670f34d49779b0e9916e162bdf037aba59ce314fc980506b0c85f60b143617
ASVspoof2019_LA,0,LA_E_5642243,LA_E_5642243,172,08818e083d407d938faf79b24f612dc098f55dd95abe41e0fe8571b5e5c8ef6e
ASVspoof2019_LA,0,LA_E_8587535,LA_E_8587535,173,08908387da78100e0c76589d00bfda3552efa7317a8eba5d87f738d5b3183c3d
ASVspoof2019_LA,0,LA_E_3865142,LA_E_3865142,174,0891de531f533f42fb568becfc60be397f5bfefe040c2627535acc96cca76ef0
ASVspoof2019_LA,0,LA_E_4436617,LA_E_4436617,175,08a9b551162ea6a7f3adedf05ce0942b9e31bc08f1d37f911b831b9ddb7c8641
ASVspoof2019_LA,0,LA_E_5839040,LA_E_5839040,176,08aa64a14a52c00d0a3b184a398a393700e0885323703179ec025e6645b7fe01
ASVspoof2019_LA,0,LA_E_2168860,LA_E_2168860,177,08d3b39a2a8237c173061bf44e08ac34b3862a50aeaa2422db1c44d50242df9b
ASVspoof2019_LA,0,LA_E_7846631,LA_E_7846631,178,08e19ebfd5d61d5882eda38323793a4ddd96a0ab3e99eda12bfbc80eda549056
ASVspoof2019_LA,0,LA_E_3391932,LA_E_3391932,179,08ed3c6a21841595a2929ccc46200b9f36248e030453dfbfcd1175ad037ada8c
ASVspoof2019_LA,0,LA_E_9450809,LA_E_9450809,180,09025aecf0e66f3d0b5bf639df430d7144604dab791d1078011acaa7e871f028
ASVspoof2019_LA,0,LA_E_7211416,LA_E_7211416,181,0912cd7485ca872f6b244c3093fdcf7152b810656fbecd097f52915735e48288
ASVspoof2019_LA,0,LA_E_4522571,LA_E_4522571,182,0920f7c3eff4f600b757d79a118cfb503adf38a222c975571cc2367a80a60f22
ASVspoof2019_LA,0,LA_E_5810015,LA_E_5810015,183,0926cf1d4d44ed73a79a6b6e0097e9a240f2143c9a2dfe23bb6d17b06d847948
ASVspoof2019_LA,0,LA_E_3256735,LA_E_3256735,184,092871a8aa83595191ff376e1f872d8887742991fd9fe71c9ba569bfd28df561
