manifest_schema_version,dataset_revision,selection_seed,selection_rule,sample_id,source_id,label
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3760900,LA_E_3760900,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4156068,LA_E_4156068,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4186635,LA_E_4186635,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4524340,LA_E_4524340,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4539224,LA_E_4539224,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4595690,LA_E_4595690,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4595991,LA_E_4595991,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4675264,LA_E_4675264,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4879321,LA_E_4879321,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5090487,LA_E_5090487,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5274554,LA_E_5274554,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5425509,LA_E_5425509,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5478659,LA_E_5478659,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5521640,LA_E_5521640,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5887764,LA_E_5887764,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5894578,LA_E_5894578,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5910275,LA_E_5910275,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5962916,LA_E_5962916,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6238681,LA_E_6238681,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6254796,LA_E_6254796,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6374390,LA_E_6374390,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6598946,LA_E_6598946,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6601144,LA_E_6601144,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6721092,LA_E_6721092,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6896422,LA_E_6896422,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6948364,LA_E_6948364,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7097428,LA_E_7097428,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7147292,LA_E_7147292,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7275803,LA_E_7275803,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7583466,LA_E_7583466,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7722624,LA_E_7722624,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7857986,LA_E_7857986,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8124498,LA_E_8124498,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8128704,LA_E_8128704,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8544944,LA_E_8544944,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8697084,LA_E_8697084,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8845051,LA_E_8845051,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8889033,LA_E_8889033,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8908155,LA_E_8908155,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8919485,LA_E_8919485,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8927812,LA_E_8927812,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8942579,LA_E_8942579,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9148136,LA_E_9148136,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9154386,LA_E_9154386,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9539727,LA_E_9539727,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9635131,LA_E_9635131,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9999993,LA_E_9999993,0
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1222742,LA_E_1222742,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1533765,LA_E_1533765,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1552283,LA_E_1552283,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1713247,LA_E_1713247,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1737298,LA_E_1737298,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_1847157,LA_E_1847157,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_2285385,LA_E_2285385,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_2289304,LA_E_2289304,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_2297455,LA_E_2297455,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_2512371,LA_E_2512371,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3069616,LA_E_3069616,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3158386,LA_E_3158386,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3162777,LA_E_3162777,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3180469,LA_E_3180469,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3208932,LA_E_3208932,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3330110,LA_E_3330110,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3759248,LA_E_3759248,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_3998874,LA_E_3998874,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4317648,LA_E_4317648,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4409407,LA_E_4409407,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4452583,LA_E_4452583,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4498410,LA_E_4498410,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4630216,LA_E_4630216,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4637517,LA_E_4637517,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4743339,LA_E_4743339,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4771189,LA_E_4771189,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4774571,LA_E_4774571,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4826153,LA_E_4826153,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4922882,LA_E_4922882,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_4945055,LA_E_4945055,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5142379,LA_E_5142379,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5173071,LA_E_5173071,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5240709,LA_E_5240709,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5334076,LA_E_5334076,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5524758,LA_E_5524758,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5611448,LA_E_5611448,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_5801788,LA_E_5801788,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6075283,LA_E_6075283,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6364271,LA_E_6364271,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6756482,LA_E_6756482,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_6828475,LA_E_6828475,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7074879,LA_E_7074879,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7086115,LA_E_7086115,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7231837,LA_E_7231837,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7385762,LA_E_7385762,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7391144,LA_E_7391144,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7475810,LA_E_7475810,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7552420,LA_E_7552420,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7557475,LA_E_7557475,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7583621,LA_E_7583621,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7764738,LA_E_7764738,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7858750,LA_E_7858750,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_7890812,LA_E_7890812,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8110925,LA_E_8110925,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8174339,LA_E_8174339,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_8601910,LA_E_8601910,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9047934,LA_E_9047934,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9167152,LA_E_9167152,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9220080,LA_E_9220080,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9368821,LA_E_9368821,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9523006,LA_E_9523006,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9746237,LA_E_9746237,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9830490,LA_E_9830490,1
1,9492c4a85ad91508b6da03c92c98c58aeaa02424,2609,stratified_fixed_64_per_label_pandas_random_state_seed_plus_label,LA_E_9922390,LA_E_9922390,1
